,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,"Gum, Toe and Sole",0.847,0.349,11,-8.502,1,0.0564,0.238,0.0244,0.0961,0.62,143.945,audio_features,3p2oGJUNxxYxzmOsaiEMMv,spotify:track:3p2oGJUNxxYxzmOsaiEMMv,https://api.spotify.com/v1/tracks/3p2oGJUNxxYxzmOsaiEMMv,https://api.spotify.com/v1/audio-analysis/3p2oGJUNxxYxzmOsaiEMMv,233590,4
11,can i receive the contact?,0.196,0.758,2,-8.653,1,0.059,0.0266,0.724,0.575,0.0397,124.516,audio_features,16jP12RT1ca8CoofORrZyL,spotify:track:16jP12RT1ca8CoofORrZyL,https://api.spotify.com/v1/tracks/16jP12RT1ca8CoofORrZyL,https://api.spotify.com/v1/audio-analysis/16jP12RT1ca8CoofORrZyL,144518,4
12,Thy Mission,0.419,0.94,10,-6.054,0,0.116,0.203,0.822,0.303,0.355,160.026,audio_features,7LcmuGeSXQzQlteW3yGtWb,spotify:track:7LcmuGeSXQzQlteW3yGtWb,https://api.spotify.com/v1/tracks/7LcmuGeSXQzQlteW3yGtWb,https://api.spotify.com/v1/audio-analysis/7LcmuGeSXQzQlteW3yGtWb,221000,4
13,Put Your Number in My Phone,0.419,0.866,10,-3.189,0,0.0342,0.0493,0.344,0.14,0.838,149.897,audio_features,0gBrJS89BL4r8rqjDEzbtp,spotify:track:0gBrJS89BL4r8rqjDEzbtp,https://api.spotify.com/v1/tracks/0gBrJS89BL4r8rqjDEzbtp,https://api.spotify.com/v1/audio-analysis/0gBrJS89BL4r8rqjDEzbtp,172827,4
14,Diving Woman,0.463,0.746,4,-6.722,1,0.0383,0.000127,0.626,0.117,0.254,120.032,audio_features,2s8ofs8CeRdQyHKk0ORnWD,spotify:track:2s8ofs8CeRdQyHKk0ORnWD,https://api.spotify.com/v1/tracks/2s8ofs8CeRdQyHKk0ORnWD,https://api.spotify.com/v1/audio-analysis/2s8ofs8CeRdQyHKk0ORnWD,392600,4
15,I Ran (So Far Away),0.462,0.859,2,-5.083,1,0.0466,0.00125,0.735,0.216,0.495,146.16,audio_features,4s0QpaeB5a3C9cxNGqPXxk,spotify:track:4s0QpaeB5a3C9cxNGqPXxk,https://api.spotify.com/v1/tracks/4s0QpaeB5a3C9cxNGqPXxk,https://api.spotify.com/v1/audio-analysis/4s0QpaeB5a3C9cxNGqPXxk,306627,4
16,"Caught In Time, So Far Away",0.623,0.809,10,-5.385,1,0.0289,0.621,0.924,0.373,0.498,106.962,audio_features,1dj44gqRjWmPtoj495glKe,spotify:track:1dj44gqRjWmPtoj495glKe,https://api.spotify.com/v1/tracks/1dj44gqRjWmPtoj495glKe,https://api.spotify.com/v1/audio-analysis/1dj44gqRjWmPtoj495glKe,228654,4
17,Blue Wings,0.566,0.8,7,-6.774,1,0.0332,0.051,0.0248,0.0668,0.819,130.052,audio_features,1pjk1YeB0mqdBcrACV3b5C,spotify:track:1pjk1YeB0mqdBcrACV3b5C,https://api.spotify.com/v1/tracks/1pjk1YeB0mqdBcrACV3b5C,https://api.spotify.com/v1/audio-analysis/1pjk1YeB0mqdBcrACV3b5C,225893,4
18,Gold Dust,0.58,0.47,3,-11.923,1,0.0338,0.863,0.931,0.11,0.43,111.464,audio_features,0I9Xtmb9a1ej3oJIcnjyLS,spotify:track:0I9Xtmb9a1ej3oJIcnjyLS,https://api.spotify.com/v1/tracks/0I9Xtmb9a1ej3oJIcnjyLS,https://api.spotify.com/v1/audio-analysis/0I9Xtmb9a1ej3oJIcnjyLS,125933,4
19,Gretel,0.449,0.875,8,-6.172,1,0.041,0.118,0.469,0.29,0.43,140.078,audio_features,36zqSzaPzQWZYDCNm1klgY,spotify:track:36zqSzaPzQWZYDCNm1klgY,https://api.spotify.com/v1/tracks/36zqSzaPzQWZYDCNm1klgY,https://api.spotify.com/v1/audio-analysis/36zqSzaPzQWZYDCNm1klgY,190218,4
20,Factory Boy,0.465,0.775,10,-4.141,1,0.0315,0.056,0.567,0.194,0.507,147.38,audio_features,1RmX0kyVglwuDMXGmZLECX,spotify:track:1RmX0kyVglwuDMXGmZLECX,https://api.spotify.com/v1/tracks/1RmX0kyVglwuDMXGmZLECX,https://api.spotify.com/v1/audio-analysis/1RmX0kyVglwuDMXGmZLECX,209760,4
21,Slop,0.452,0.874,1,-4.643,0,0.038,0.24,0.137,0.22,0.282,97.512,audio_features,4cD4f7qpZXuhlVolO59iMf,spotify:track:4cD4f7qpZXuhlVolO59iMf,https://api.spotify.com/v1/tracks/4cD4f7qpZXuhlVolO59iMf,https://api.spotify.com/v1/audio-analysis/4cD4f7qpZXuhlVolO59iMf,237243,3
22,Time To Live,0.407,0.861,2,-6.591,1,0.109,0.000425,0.281,0.293,0.288,130.907,audio_features,4Zii1rxtVVaMZDJXX855mS,spotify:track:4Zii1rxtVVaMZDJXX855mS,https://api.spotify.com/v1/tracks/4Zii1rxtVVaMZDJXX855mS,https://api.spotify.com/v1/audio-analysis/4Zii1rxtVVaMZDJXX855mS,343613,4
23,The Mirror,0.759,0.536,10,-8.41,0,0.125,0.0106,0.829,0.149,0.499,117.42,audio_features,0NTUKcbRPvDjosFkMbXcbk,spotify:track:0NTUKcbRPvDjosFkMbXcbk,https://api.spotify.com/v1/tracks/0NTUKcbRPvDjosFkMbXcbk,https://api.spotify.com/v1/audio-analysis/0NTUKcbRPvDjosFkMbXcbk,179893,4
24,fell asleep with a vision,0.276,0.628,9,-12.828,1,0.0603,0.0484,0.464,0.0951,0.193,149.963,audio_features,0OwVKAbeZJiOmSKiAKgeBi,spotify:track:0OwVKAbeZJiOmSKiAKgeBi,https://api.spotify.com/v1/tracks/0OwVKAbeZJiOmSKiAKgeBi,https://api.spotify.com/v1/audio-analysis/0OwVKAbeZJiOmSKiAKgeBi,98810,4
25,Never Going to Die,0.599,0.812,0,-5.8,1,0.0492,0.000719,0.0027,0.154,0.666,124.392,audio_features,0GPqNDrO1fd8HfLcGy16FN,spotify:track:0GPqNDrO1fd8HfLcGy16FN,https://api.spotify.com/v1/tracks/0GPqNDrO1fd8HfLcGy16FN,https://api.spotify.com/v1/audio-analysis/0GPqNDrO1fd8HfLcGy16FN,230340,4
